word,auditory.mean,gustatory.mean,haptic.mean,interoceptive.mean,olfactory.mean,visual.mean,foot_leg.mean,hand_arm.mean,head.mean,mouth.mean,torso.mean,exclusivity.perceptual,dominant.perceptual,exclusivity.action,dominant.action,exclusivity.sensorimotor,dominant.sensorimotor
since,1.556,0.111,0.389,0.889,0.222,1.667,0.167,0.389,1.0,0.556,0.222,0.322,visual,0.357,head,0.217,visual
sincere,3.529,0.353,0.588,3.294,0.294,3.059,0.095,0.19,3.476,2.81,0.524,0.291,auditory,0.477,head,0.189,auditory
sincerely,2.222,0.167,0.389,2.056,0.111,2.278,0.6,0.85,2.25,2.4,0.7,0.3,visual,0.265,mouth,0.163,mouth
singing,4.778,0.056,0.111,2.056,0.0,2.167,0.3,0.6,2.1,4.55,1.1,0.521,auditory,0.491,mouth,0.268,auditory
single,1.556,0.389,1.389,1.167,0.333,3.389,0.476,0.667,1.714,0.571,0.476,0.372,visual,0.317,head,0.252,visual
singular,1.368,0.526,1.421,0.842,0.737,3.632,0.4,1.2,2.7,0.6,0.45,0.364,visual,0.43,head,0.233,visual
singularity,1.267,0.667,0.867,0.733,0.667,3.2,0.368,0.526,2.053,0.895,0.368,0.342,visual,0.4,head,0.244,visual
singularly,0.789,0.263,0.842,1.211,0.158,2.474,0.474,1.0,2.316,1.684,0.526,0.404,visual,0.307,head,0.197,visual
sink,0.947,0.0,2.789,0.789,0.158,4.105,0.81,2.619,1.857,0.857,0.857,0.467,visual,0.259,hand_arm,0.26,visual
sinner,1.882,0.176,0.824,1.588,0.059,3.0,0.444,0.722,1.722,1.5,0.444,0.391,visual,0.264,head,0.238,visual
sister,3.737,0.0,1.632,1.579,0.632,4.211,0.8,1.16,1.96,0.96,0.84,0.357,visual,0.203,head,0.24,visual
sit,0.611,0.194,2.306,1.417,0.222,3.194,4.211,1.263,1.368,0.263,3.684,0.378,visual,0.366,foot_leg,0.214,foot_leg
six,1.056,0.0,0.278,0.0,0.0,2.889,0.35,0.55,1.7,0.65,0.2,0.684,visual,0.435,head,0.377,visual
size,0.722,0.444,2.389,0.222,0.056,4.222,1.7,2.7,2.85,1.5,1.8,0.517,visual,0.128,head,0.224,visual
sizes,0.111,0.0,1.778,0.556,0.0,4.056,2.8,2.75,2.15,0.7,2.8,0.624,visual,0.188,torso,0.229,visual
sizing,0.556,0.333,1.278,0.389,0.222,3.389,0.8,1.95,2.5,0.5,0.9,0.514,visual,0.301,head,0.247,visual
skate,1.412,0.118,2.235,1.059,0.235,3.471,3.579,1.105,1.053,0.211,1.737,0.393,visual,0.438,foot_leg,0.213,foot_leg
skip,0.85,0.05,0.5,0.95,0.05,2.1,4.136,1.0,1.0,0.455,1.318,0.456,visual,0.466,foot_leg,0.329,foot_leg
sky,0.316,0.105,0.053,0.526,0.105,4.737,0.421,0.526,3.895,0.316,0.526,0.802,visual,0.63,head,0.406,visual
slam,3.65,0.05,1.85,0.55,0.3,3.45,1.316,3.632,2.421,0.526,1.684,0.365,auditory,0.324,hand_arm,0.185,auditory
slanting,0.235,0.294,1.529,0.765,0.235,3.765,2.333,1.778,2.5,1.0,1.667,0.517,visual,0.162,head,0.219,visual
sleep,1.143,0.0,0.762,3.524,0.0,2.095,1.55,1.4,3.35,1.95,2.25,0.468,interoceptive,0.186,head,0.196,interoceptive
sleeping,1.778,0.167,0.778,3.889,0.111,3.056,2.842,3.0,4.421,2.474,3.105,0.386,interoceptive,0.123,head,0.168,head
sleeve,0.562,0.0,3.5,0.625,0.0,3.812,0.476,4.381,1.333,0.333,0.524,0.449,visual,0.574,hand_arm,0.282,hand_arm
slender,0.263,0.0,2.0,0.158,0.0,4.474,1.235,2.059,2.294,0.706,1.765,0.649,visual,0.197,head,0.299,visual
slice,0.889,1.278,2.722,0.778,0.889,3.444,0.667,3.476,1.143,1.19,0.952,0.267,visual,0.378,hand_arm,0.161,hand_arm
slight,1.333,0.381,0.476,0.952,0.286,1.857,0.421,0.737,1.895,0.947,0.368,0.297,visual,0.349,head,0.167,head
slimy,0.824,1.235,4.176,1.059,0.471,3.118,1.55,3.0,1.3,2.05,0.65,0.341,haptic,0.275,hand_arm,0.191,haptic
slowly,1.765,0.0,0.412,0.824,0.0,3.529,3.474,3.263,3.0,2.737,2.158,0.541,visual,0.09,foot_leg,0.167,visual
small,0.444,0.167,2.5,0.556,0.056,3.833,0.857,1.857,2.333,0.81,0.667,0.5,visual,0.255,head,0.268,visual
smaller,0.667,0.056,2.222,0.944,0.167,4.167,0.789,1.474,1.947,0.842,0.737,0.5,visual,0.209,head,0.293,visual
smell,0.158,0.526,0.0,1.632,4.895,0.158,0.0,0.19,4.762,1.429,0.0,0.664,olfactory,0.746,head,0.356,olfactory
smelled,0.1,0.2,0.0,0.5,4.35,0.2,0.0,0.211,4.947,0.895,0.211,0.813,olfactory,0.79,head,0.426,head
smelling,0.25,0.3,0.0,1.4,4.5,0.8,0.143,0.143,4.381,1.0,0.143,0.621,olfactory,0.73,head,0.345,olfactory
smile,0.55,0.3,1.05,2.0,0.25,4.7,0.105,0.105,1.737,4.316,0.211,0.503,visual,0.65,mouth,0.3,visual
smiling,0.118,0.0,0.647,1.824,0.0,4.529,0.222,0.222,1.5,4.222,0.222,0.636,visual,0.626,mouth,0.335,visual
snail,0.0,0.368,1.0,0.0,0.105,4.421,0.9,0.85,1.85,0.5,0.35,0.75,visual,0.337,head,0.427,visual
snipe,2.533,0.067,1.4,0.533,0.2,3.2,0.562,1.438,1.875,2.0,0.812,0.395,visual,0.215,mouth,0.214,visual
soaking,0.188,0.5,3.938,1.75,0.25,2.438,2.15,2.55,1.75,0.7,1.9,0.414,haptic,0.204,hand_arm,0.207,haptic
soap,0.095,0.667,3.952,0.095,3.381,3.81,2.35,3.75,2.05,0.45,2.45,0.321,haptic,0.299,hand_arm,0.167,haptic
sober,0.947,0.947,0.316,3.842,0.737,1.684,1.2,1.15,3.5,1.85,1.4,0.416,interoceptive,0.258,head,0.201,interoceptive
social,3.0,0.2,0.25,1.05,0.15,3.35,1.4,1.45,2.9,3.35,1.05,0.4,visual,0.227,mouth,0.176,mouth
soda,1.529,4.529,1.824,0.706,1.765,3.824,0.045,1.727,1.545,3.682,0.5,0.27,gustatory,0.485,mouth,0.207,gustatory
sofa,0.389,0.0,4.056,0.722,0.389,4.167,2.737,2.474,1.842,0.579,3.158,0.429,visual,0.239,torso,0.203,visual
soft,0.684,0.368,4.526,0.842,0.316,1.947,1.222,3.389,1.722,1.222,1.0,0.485,haptic,0.279,hand_arm,0.244,haptic
soiling,0.333,0.0,1.333,0.762,1.524,3.333,1.4,0.9,1.1,0.5,1.65,0.458,visual,0.207,torso,0.26,visual
sold,2.333,0.429,0.905,0.476,0.381,3.381,0.318,1.364,2.591,1.955,0.364,0.38,visual,0.345,head,0.211,visual
soldier,2.316,0.0,0.789,0.368,0.421,3.947,2.35,2.5,2.95,1.5,1.95,0.503,visual,0.129,head,0.207,visual
sole,0.5,0.125,1.938,0.688,0.125,3.062,3.25,1.2,1.45,0.9,0.2,0.456,visual,0.436,foot_leg,0.233,foot_leg
solemn,2.0,0.0,0.1,2.4,0.0,2.35,0.421,0.579,3.263,1.316,0.789,0.35,interoceptive,0.446,head,0.247,head
soles,0.824,0.0,2.0,0.529,0.176,2.765,3.95,0.8,1.2,0.25,0.2,0.439,visual,0.586,foot_leg,0.311,foot_leg
solid,1.421,1.263,4.632,0.895,0.526,4.368,1.316,2.368,2.632,0.895,1.421,0.313,haptic,0.201,head,0.189,haptic
solitary,1.556,0.167,1.056,0.778,0.389,3.056,1.6,1.65,3.45,1.7,1.55,0.413,visual,0.191,head,0.194,head
solitude,1.263,0.0,0.895,3.105,0.053,1.842,0.65,0.65,1.95,0.5,0.65,0.434,interoceptive,0.33,head,0.269,interoceptive
soluble,0.125,0.375,0.625,0.375,0.0,2.562,0.105,1.263,1.474,0.895,0.316,0.631,visual,0.338,head,0.316,visual
something,2.765,2.294,2.412,2.118,2.412,2.882,3.105,3.263,3.421,3.105,2.895,0.051,visual,0.033,head,0.042,head
sometime,0.706,0.412,0.412,2.0,0.412,0.706,0.579,0.632,1.684,0.684,0.526,0.342,interoceptive,0.282,head,0.181,interoceptive
sometimes,1.444,0.167,0.333,1.444,0.222,1.111,0.316,0.368,1.474,0.789,0.421,0.271,auditory,0.344,head,0.162,head
son,3.75,0.0,2.0,1.25,0.8,4.2,0.524,0.667,1.762,1.19,0.619,0.35,visual,0.26,head,0.251,visual
song,4.889,0.0,0.167,1.5,0.0,0.333,0.7,0.85,4.15,4.1,0.95,0.71,auditory,0.321,head,0.277,auditory
soon,1.647,0.059,0.118,1.941,0.059,1.353,0.421,0.474,2.789,1.053,0.421,0.364,interoceptive,0.459,head,0.264,head
sooner,1.118,0.0,0.353,1.647,0.0,1.294,0.55,0.5,1.85,0.85,0.35,0.373,interoceptive,0.366,head,0.217,head
sore,0.412,0.0,2.647,3.941,0.059,1.706,2.952,3.143,2.238,2.143,2.762,0.45,interoceptive,0.076,hand_arm,0.179,interoceptive
sort,0.75,0.125,2.0,0.125,0.312,4.062,0.19,3.333,2.619,1.238,0.238,0.534,visual,0.412,hand_arm,0.263,visual
sought,1.412,0.235,0.471,0.647,0.176,2.059,0.81,1.143,2.381,1.0,0.857,0.376,visual,0.254,head,0.197,head
sound,5.0,0.0,0.235,1.059,0.0,0.353,0.278,0.444,3.722,1.389,0.222,0.752,auditory,0.578,head,0.394,auditory
soup,0.318,4.091,1.273,0.682,3.182,4.045,0.19,2.19,1.619,4.381,0.524,0.278,gustatory,0.471,mouth,0.186,mouth
south,1.176,0.059,0.059,0.647,0.235,2.706,0.368,0.368,1.316,0.474,0.368,0.542,visual,0.327,head,0.34,visual
southern,2.0,0.211,0.105,0.421,0.263,2.368,0.25,0.4,1.95,1.65,0.25,0.422,visual,0.378,head,0.229,visual
space,0.947,0.053,1.368,1.158,0.105,3.842,1.842,2.158,2.842,1.105,1.895,0.507,visual,0.176,head,0.219,visual
spades,0.611,0.056,1.611,0.111,0.056,4.056,0.4,2.0,2.05,0.65,0.4,0.615,visual,0.3,head,0.333,visual
spark,1.429,0.0,2.095,1.571,0.619,3.238,0.235,1.059,0.882,0.353,0.294,0.362,visual,0.292,hand_arm,0.275,visual
sparse,0.865,0.162,1.081,0.486,0.135,3.703,0.333,0.889,2.389,0.5,0.5,0.555,visual,0.446,head,0.323,visual
speak,4.556,0.0,0.0,1.389,0.0,1.778,0.05,0.5,2.5,4.5,0.25,0.59,auditory,0.571,mouth,0.293,auditory
special,1.368,0.895,1.0,2.895,0.842,2.263,0.696,0.957,2.913,1.13,0.957,0.222,interoceptive,0.333,head,0.139,head
specially,1.632,0.737,1.0,1.368,0.737,1.895,0.55,0.95,1.4,0.85,0.5,0.157,visual,0.212,head,0.12,visual
specimen,0.4,0.25,1.65,0.35,1.05,3.1,1.053,1.684,2.211,1.053,1.158,0.419,visual,0.162,head,0.204,visual
specs,1.286,0.0,1.0,0.071,0.0,3.786,0.263,1.158,2.684,0.842,0.263,0.616,visual,0.465,head,0.333,visual
spectacle,2.059,0.0,0.176,0.235,0.176,4.059,0.45,0.5,3.75,1.55,0.45,0.605,visual,0.493,head,0.303,visual
speech,4.15,0.0,0.3,0.8,0.0,1.95,0.105,0.684,2.421,4.789,0.632,0.576,auditory,0.543,mouth,0.303,mouth
speed,2.333,0.2,2.133,4.0,0.2,4.0,3.5,2.0,2.0,1.05,1.4,0.295,visual,0.246,foot_leg,0.167,visual
spelling,3.118,0.0,0.529,0.118,0.0,3.529,0.056,1.722,3.5,2.389,0.222,0.484,visual,0.437,head,0.232,visual
spent,1.706,0.294,1.0,2.353,0.294,2.471,0.882,1.412,2.471,1.176,0.941,0.268,visual,0.231,head,0.145,head
spice,0.143,4.714,1.095,1.143,4.0,2.429,0.238,0.857,1.476,3.952,0.286,0.338,gustatory,0.545,mouth,0.225,gustatory
spices,0.556,4.5,2.111,0.722,3.722,3.222,0.174,1.957,2.435,3.522,1.043,0.266,gustatory,0.367,mouth,0.181,gustatory
spitting,2.4,1.267,1.2,1.933,0.333,3.933,0.105,0.211,1.474,4.474,0.737,0.325,visual,0.624,mouth,0.242,mouth
splendid,2.143,1.381,1.286,2.429,1.143,2.857,0.6,0.9,2.9,1.7,0.55,0.153,visual,0.353,head,0.131,head
splendor,1.105,0.632,0.842,1.632,0.579,3.211,0.389,0.722,2.111,0.667,0.333,0.329,visual,0.421,head,0.235,visual
splinter,0.4,0.143,3.943,1.514,0.143,3.543,1.438,3.156,1.781,0.344,0.594,0.392,haptic,0.385,hand_arm,0.224,haptic
spoken,4.464,0.0,0.036,0.571,0.0,1.25,0.045,0.273,1.773,4.227,0.045,0.706,auditory,0.657,mouth,0.352,auditory
spool,0.529,0.0,2.118,0.059,0.118,3.529,0.8,2.267,1.467,0.8,1.133,0.556,visual,0.227,hand_arm,0.275,visual
spoon,0.889,0.389,4.167,0.167,0.0,4.333,0.238,3.571,0.952,2.667,0.19,0.436,visual,0.444,hand_arm,0.247,visual
spoonful,0.105,1.632,1.526,0.158,0.421,4.053,0.316,3.105,2.0,3.0,0.263,0.5,visual,0.327,hand_arm,0.238,visual
spot,0.229,0.029,0.857,0.371,0.114,4.114,0.333,1.167,3.139,0.472,0.222,0.715,visual,0.547,head,0.37,visual
sprain,0.579,0.158,2.737,3.947,0.105,2.526,3.8,3.65,1.85,0.8,1.45,0.382,interoceptive,0.26,foot_leg,0.178,interoceptive
spread,0.889,0.944,2.611,0.833,0.667,3.278,1.842,3.842,1.842,0.474,0.684,0.283,visual,0.388,hand_arm,0.188,hand_arm
spreading,1.143,0.19,2.524,0.81,0.286,3.762,1.636,2.682,1.727,0.955,0.909,0.41,visual,0.224,hand_arm,0.215,visual
spring,1.412,0.471,0.647,0.824,2.059,4.0,2.3,2.15,1.75,0.7,1.3,0.375,visual,0.195,foot_leg,0.2,visual
sprinkling,1.632,0.316,2.579,0.526,0.368,3.421,1.095,2.762,1.714,0.762,1.286,0.351,visual,0.262,hand_arm,0.189,visual
spy,1.733,0.067,0.867,1.067,0.133,3.333,1.2,1.35,4.05,0.9,0.7,0.454,visual,0.409,head,0.259,head
square,0.111,0.056,1.611,0.056,0.056,3.722,0.65,1.35,2.0,0.2,0.3,0.653,visual,0.4,head,0.363,visual
squeezing,0.278,0.0,3.389,0.889,0.0,2.222,1.1,4.5,1.65,1.15,1.3,0.5,haptic,0.351,hand_arm,0.273,hand_arm
stable,1.556,0.167,0.889,1.444,0.722,3.333,1.7,1.6,2.05,0.95,1.45,0.39,visual,0.142,head,0.2,visual
stage,0.778,0.0,1.222,0.222,0.0,4.0,2.591,1.727,2.409,1.409,1.5,0.643,visual,0.123,foot_leg,0.252,visual
staggering,1.2,0.3,1.6,2.8,0.5,2.95,2.833,0.556,1.056,0.444,1.0,0.283,visual,0.406,foot_leg,0.174,visual
stain,0.143,0.048,0.381,0.143,0.19,3.667,0.5,1.889,1.667,0.778,0.944,0.792,visual,0.24,hand_arm,0.35,visual
stairway,1.15,0.0,2.85,0.35,0.15,4.6,3.952,1.476,1.81,0.238,1.238,0.505,visual,0.426,foot_leg,0.258,visual
stall,2.15,0.0,1.15,1.1,0.75,3.8,0.952,0.857,1.857,1.333,0.714,0.425,visual,0.2,head,0.259,visual
stamp,0.762,0.952,2.429,0.143,0.286,3.952,0.667,2.762,1.143,0.667,0.19,0.447,visual,0.474,hand_arm,0.273,visual
stand,0.5,0.2,1.5,1.65,0.25,4.0,4.4,0.55,0.75,0.2,1.8,0.469,visual,0.545,foot_leg,0.266,foot_leg
standard,1.611,0.222,0.5,0.889,0.278,2.056,1.056,1.5,1.667,1.444,1.167,0.33,visual,0.089,head,0.148,visual
standing,0.4,0.0,2.05,2.3,0.0,3.75,4.947,1.526,1.211,0.421,2.421,0.441,visual,0.43,foot_leg,0.26,foot_leg
star,0.833,0.111,0.167,0.611,0.167,4.444,0.6,0.9,3.1,1.05,0.75,0.684,visual,0.391,head,0.34,visual
stare,0.25,0.179,0.357,0.857,0.214,4.321,0.115,0.158,4.678,0.194,0.168,0.671,visual,0.859,head,0.397,head
staring,0.0,0.0,0.0,0.75,0.0,3.312,0.053,0.053,4.842,0.053,0.053,0.815,visual,0.948,head,0.531,head
starlight,0.0,0.0,0.0,0.235,0.0,4.706,0.389,0.444,4.5,0.5,0.389,0.952,visual,0.661,head,0.422,visual
starting,1.65,0.1,0.95,1.6,0.1,2.6,2.65,2.4,2.5,1.8,1.55,0.357,visual,0.101,foot_leg,0.142,foot_leg
startling,2.412,0.353,0.412,3.235,0.294,2.588,1.35,1.3,2.4,1.65,1.4,0.316,interoceptive,0.136,head,0.169,interoceptive
starving,0.737,1.526,0.368,4.158,1.421,2.263,0.263,0.579,2.474,2.211,3.158,0.362,interoceptive,0.333,torso,0.203,interoceptive
state,1.444,0.0,0.222,0.389,0.333,2.889,0.3,0.4,1.95,2.7,0.3,0.547,visual,0.425,mouth,0.264,visual
statement,3.211,0.263,0.368,0.263,0.211,1.947,0.35,0.55,2.4,3.0,0.35,0.479,auditory,0.398,mouth,0.232,auditory
station,1.421,0.0,1.105,0.211,0.632,4.053,1.381,1.429,2.81,0.714,0.714,0.546,visual,0.297,head,0.28,visual
stationary,0.188,0.0,2.312,0.5,0.125,4.625,2.143,1.81,1.476,1.048,1.667,0.597,visual,0.135,foot_leg,0.291,visual
statue,0.316,0.211,2.0,0.368,0.211,4.526,0.526,1.105,2.211,0.263,0.737,0.566,visual,0.402,head,0.346,visual
stay,1.1,0.0,0.65,0.6,0.0,3.35,1.762,1.143,1.667,0.667,1.0,0.588,visual,0.176,foot_leg,0.281,visual
steadiness,0.789,0.0,1.895,2.316,0.0,2.421,3.667,3.0,3.111,1.389,2.611,0.326,visual,0.165,foot_leg,0.173,foot_leg
steady,1.211,0.158,2.316,1.947,0.158,3.579,2.316,2.474,2.526,1.158,1.526,0.365,visual,0.137,head,0.177,visual
steadying,1.263,0.0,2.158,2.053,0.053,3.053,2.364,2.773,1.591,0.5,1.909,0.356,visual,0.249,hand_arm,0.172,visual
steak,0.316,4.789,1.632,1.579,3.842,3.316,0.25,2.25,2.0,4.4,1.05,0.289,gustatory,0.417,mouth,0.179,gustatory
steel,0.947,0.053,3.105,0.0,0.368,3.842,0.25,2.7,1.9,0.25,0.25,0.462,visual,0.458,hand_arm,0.281,visual
stem,0.167,0.333,2.278,0.056,0.333,3.611,0.5,1.5,1.562,0.75,0.25,0.525,visual,0.288,head,0.314,visual
steps,2.167,0.0,2.111,0.611,0.056,2.944,4.105,0.684,1.211,0.158,0.789,0.373,visual,0.568,foot_leg,0.277,foot_leg
stern,4.0,0.0,0.471,2.176,0.0,3.529,0.19,1.095,2.667,2.857,0.619,0.393,auditory,0.359,mouth,0.227,auditory
stew,1.2,4.75,1.9,1.95,4.55,4.3,0.556,1.722,2.5,2.833,1.111,0.19,gustatory,0.261,mouth,0.153,gustatory
stick,0.5,0.111,2.722,0.056,0.111,4.111,0.95,3.4,1.95,0.55,0.75,0.533,visual,0.375,hand_arm,0.267,visual
sticking,1.333,0.611,3.278,0.556,0.278,3.389,0.55,1.95,1.6,0.6,0.75,0.329,visual,0.257,hand_arm,0.209,visual
still,1.882,0.059,1.647,2.059,0.176,2.588,3.25,3.15,2.95,1.9,2.95,0.301,visual,0.095,foot_leg,0.141,foot_leg
stir,1.273,0.0,2.636,0.409,0.182,3.591,0.25,4.7,1.6,0.25,1.05,0.444,visual,0.567,hand_arm,0.295,hand_arm
stitch,0.611,0.0,2.889,0.667,0.056,4.0,0.5,4.0,1.1,0.7,0.8,0.486,visual,0.493,hand_arm,0.261,visual
stockings,0.111,0.111,2.667,0.222,0.111,3.722,3.4,1.45,1.3,0.15,0.1,0.52,visual,0.516,foot_leg,0.271,visual
stolen,0.895,0.263,0.368,0.421,0.263,2.947,0.65,1.9,1.5,0.65,0.3,0.52,visual,0.32,hand_arm,0.264,visual
stomach,1.412,0.706,1.588,4.059,0.235,1.471,0.0,0.333,0.571,0.333,4.286,0.404,interoceptive,0.776,torso,0.286,torso
