word,appears_in,Auditory.mean,Dominant.action,Dominant.perceptual,Dominant.sensorimotor,Exclusivity.action,Exclusivity.perceptual,Exclusivity.sensorimotor,Foot_leg.mean,Gustatory.mean,Hand_arm.mean,Haptic.mean,Head.mean,Interoceptive.mean,Mouth.mean,Olfactory.mean,Torso.mean,Visual.mean
dull,['109po'],2.647,head,visual,visual,0.362,0.173,0.161,0.429,1.412,1.476,2.471,2.619,2.235,1.048,1.235,0.476,3.588
stable,['109po'],1.556,head,visual,visual,0.142,0.39,0.2,1.7,0.167,1.6,0.889,2.05,1.444,0.95,0.722,1.45,3.333
sensible,['109po'],2.056,head,visual,visual,0.33,0.338,0.2,0.632,0.167,0.632,0.444,2.421,2.222,1.105,0.167,0.632,2.833
resistance,['109po'],1.824,hand_arm,haptic,hand_arm,0.075,0.288,0.14,3.111,0.059,3.278,2.647,2.667,1.941,2.722,0.059,2.222,2.471
poster,['109po'],0.176,head,visual,visual,0.528,0.676,0.359,0.15,0,1.65,1.471,2.95,0.294,0.25,0,0.3,4.059
suggester,['109po'],3.062,mouth,auditory,mouth,0.34,0.721,0.265,0.5,0,1.389,0.188,2.5,0,3.333,0,0.611,1
closer,['109po'],0.882,head,visual,visual,0.103,0.285,0.133,1.81,0.294,2.19,2.176,2.571,1.529,1.571,0.882,1.571,2.706
diminisher,['109po'],1.812,head,visual,visual,0.255,0.467,0.219,0.944,0.062,1.833,1.125,2.667,0.25,1.444,0.25,0.722,3.188
bather,['109po'],2.375,torso,visual,torso,0.155,0.258,0.123,3.65,0.438,4.05,3.375,3.4,1.938,1.55,1.312,4.15,3.875
scraper,['109po'],2.529,hand_arm,visual,visual,0.468,0.377,0.235,0.4,0,2.95,2.882,1.2,0.176,0.4,0.059,0.5,3.412
ringer,['109po'],3.533,head,auditory,auditory,0.331,0.57,0.266,0.65,0.067,2.05,0.467,2.9,0.267,0.95,0,0.55,1.867
duster,['109po'],0.914,hand_arm,visual,visual,0.373,0.396,0.271,0.263,0.143,1.737,3.114,1.105,0.257,0.526,0.571,0.316,3.514
scissor,['109po'],1,hand_arm,visual,visual,0.522,0.393,0.234,0.6,0.167,3.2,3.056,1.35,0.444,0.25,0.222,0.25,3.444
south,['109po'],1.176,head,visual,visual,0.327,0.542,0.34,0.368,0.059,0.368,0.059,1.316,0.647,0.474,0.235,0.368,2.706
conundrum,['109po'],2.643,head,auditory,head,0.628,0.356,0.231,0.143,0,0.095,0.429,2.667,1.929,1,0,0.19,2.429
springs,['109po'],1.412,foot_leg,visual,visual,0.195,0.375,0.2,2.3,0.471,2.15,0.647,1.75,0.824,0.7,2.059,1.3,4
restless,['109po'],1.895,head,interoceptive,interoceptive,0.158,0.378,0.176,2.632,0.263,2.579,1.053,3.053,4,1.263,0.263,1.789,2.421
arrangeable,['109po'],0.421,hand_arm,visual,hand_arm,0.28,0.478,0.212,1.222,0.053,3.778,2.526,3.278,0.526,1.389,0.105,0.833,3.421
releasing,['109po'],1.176,hand_arm,visual,hand_arm,0.296,0.329,0.2,1.15,0.294,3.75,1.471,1.8,2.471,1.6,0.176,1,3
oldest,['109po'],1.85,head,visual,head,0.154,0.201,0.116,1.955,1.1,2.045,1.5,3.773,2.3,1.955,1.1,2.045,3.35
auction,['109po'],3.263,mouth,visual,visual,0.279,0.474,0.224,0.522,0,1.957,0.105,2.174,0.316,2.739,0.053,0.565,3.368
renewing,['109po'],1.368,head,visual,visual,0.23,0.295,0.16,1.105,0.316,1.053,1.316,2.263,1.632,1.474,0.579,0.737,2.632
seduction,['109po'],2.353,head,visual,visual,0.17,0.225,0.127,1,0.412,1.556,2.118,2.444,2.412,2.111,0.824,1.389,2.882
penetrated,['109po'],1.059,hand_arm,visual,visual,0.174,0.355,0.184,1.053,0.059,2.526,2.412,1.526,2.353,1.368,0,2,3.235
target,['109po'],0.895,head,visual,visual,0.294,0.523,0.228,1.526,0.053,2.316,1.105,3.158,1,0.526,0.211,1.421,3.684
cleaned,['109po'],0.188,hand_arm,visual,visual,0.143,0.367,0.171,2.632,0.625,4.053,2.875,2.684,1.188,2.053,2.688,2.579,4.688
refuse,['109po'],3.054,mouth,auditory,mouth,0.247,0.397,0.198,1.053,0.081,1.789,0.541,2.895,1.054,3.632,0.216,1.053,2.541
slowly,['109po'],1.765,foot_leg,visual,visual,0.09,0.541,0.167,3.474,0,3.263,0.412,3,0.824,2.737,0,2.158,3.529
lessening,['109po'],1.588,head,visual,visual,0.315,0.336,0.209,0.333,0.176,1.222,0.882,1.556,0.941,0.667,0.647,0.278,2.412
eclipse,['109po'],0.136,head,visual,visual,0.674,0.933,0.475,0.35,0,0.45,0,3.3,0.136,0.3,0.045,0.2,4.455
resenting,['109po'],0.737,head,interoceptive,head,0.51,0.542,0.279,0.25,0,0.3,0.263,2.8,2.737,1.35,0,0.3,1.316
removal,['109po'],1.739,hand_arm,visual,visual,0.275,0.416,0.219,1.25,0.217,3.375,2.522,1.917,0.783,1,0.174,1.083,4.174
breadth,['109po'],0.533,head,visual,visual,0.219,0.547,0.289,0.647,0,1.353,1.933,1.882,0.4,1.059,0,0.706,3.467
shadowed,['109po'],0.111,head,visual,visual,0.215,0.753,0.329,1.579,0,1.105,0.222,2.053,0.611,0.684,0.278,0.947,3.722
paintaking,['109po'],1.591,head,interoceptive,interoceptive,0.032,0.366,0.136,3.7,0.227,3.75,2.864,4.15,4.273,3.55,0.182,3.8,2.045
shorter,['109po'],0.647,hand_arm,visual,visual,0.179,0.593,0.256,1.842,0.059,1.895,1.059,1.158,0.294,0.632,0.059,1.526,3.235
distaste,['109po'],1.842,mouth,visual,mouth,0.533,0.175,0.224,0.053,1.789,0.211,0.632,2.842,2.368,3.895,0.947,0.211,2.368
plums,['109po'],0,mouth,gustatory,gustatory,0.658,0.319,0.241,0,3.778,0.684,2.444,0.579,0.167,2.526,2,0.053,3.444
gallons,['109po'],0.3,head,visual,visual,0.186,0.526,0.242,0.632,0.5,1.842,1.3,1.895,0.1,1.579,0.45,0.842,3.15
defiance,['109po'],2.3,head,visual,head,0.222,0.397,0.198,1.316,0,1.526,0.15,3.263,1.5,2.789,0,1.053,2.6
piling,['109po'],0.5,hand_arm,visual,hand_arm,0.358,0.451,0.227,1.062,0.167,3,1.833,1.375,0.278,0.562,0.167,0.812,2.722
daylight,['109po'],0.294,head,visual,visual,0.277,0.645,0.277,1.632,0.294,1.632,0.471,3.737,1.412,1.053,0.059,1.632,4.765
tribune,['109po'],2.364,head,auditory,auditory,0.784,0.365,0.282,0,0.273,0.214,0.545,2.071,0.273,0.357,0.364,0,1.909
lengthening,['109po'],0.688,hand_arm,visual,visual,0.275,0.495,0.253,1,0.062,2.389,1.938,1.778,0.688,0.556,0.062,0.944,3.5
spent,['109po'],1.706,head,visual,head,0.231,0.268,0.145,0.882,0.294,1.412,1,2.471,2.353,1.176,0.294,0.941,2.471
sleep,['109po'],1.143,head,interoceptive,interoceptive,0.186,0.468,0.196,1.55,0,1.4,0.762,3.35,3.524,1.95,0,2.25,2.095
walking,['109po'],2.25,foot_leg,visual,foot_leg,0.46,0.36,0.23,4.632,0,1.105,1.562,1.526,3.125,0.421,0.062,1.474,3.938
alleviation,['109po'],1.667,head,visual,visual,0.275,0.221,0.133,0.667,0.4,1.333,1.467,2.381,2.4,1.19,0.933,0.667,2.467
astonishes,['109po'],2.588,head,visual,visual,0.281,0.256,0.153,0.5,0.529,0.909,0.706,2.364,2.706,2.045,0.412,0.818,2.941
everybody,['109po'],3.444,head,visual,visual,0.243,0.383,0.239,0.737,0,1.158,1.056,2.211,0.611,1.158,1.056,0.789,3.833
sprightly,['109po'],1.765,head,visual,visual,0.218,0.496,0.256,0.714,0.059,1.214,0.059,2.071,1.353,1.143,0.059,1.071,3.353
days,['109po'],0.9,head,visual,visual,0.33,0.574,0.273,0.619,0.05,0.81,0.05,2.333,0.8,0.714,0.15,0.714,2.75
passed,['109po'],1.2,hand_arm,visual,visual,0.175,0.481,0.211,1.762,0.171,2.571,1.171,1.857,0.657,1.048,0.171,1.476,3.457
uselessly,['109po'],1.824,head,visual,visual,0.308,0.398,0.211,0.571,0.176,0.905,0.412,2.143,0.824,0.81,0.118,0.667,2.412
wasted,['109po'],1.333,head,visual,visual,0.221,0.309,0.177,0.6,0.278,1.3,0.389,1.85,2.389,1.15,0.556,0.75,2.611
cellar,['109po'],1,head,visual,visual,0.279,0.5,0.257,1.85,0.071,1.75,0.857,2.65,0.143,0.5,1.929,0.95,4.143
alright,['109po'],1.905,head,interoceptive,interoceptive,0.305,0.362,0.204,0.55,0.333,0.8,0.429,2.5,3.333,2,0.381,0.55,1.905
vacancies,['109po'],1.389,head,visual,visual,0.326,0.5,0.294,0.526,0.389,0.737,0.444,1.947,0.444,0.842,0.278,0.474,3.5
wholesale,['109po'],0.867,head,visual,head,0.172,0.614,0.217,1.056,0,1.5,0.133,2.111,0.133,0.944,0,1.167,1.8
diminishes,['109po'],1.812,head,visual,visual,0.255,0.467,0.219,0.944,0.062,1.833,1.125,2.667,0.25,1.444,0.25,0.722,3.188
ample,['109po'],1.105,head,visual,visual,0.274,0.474,0.239,0.5,0.263,1.278,0.737,2.111,0.947,1.167,0.053,0.833,2.895
varnish,['109po'],0.118,hand_arm,visual,visual,0.488,0.415,0.269,0.15,0,2.25,2.059,1.2,0.118,0.5,2.353,0.2,3.294
tack,['109po'],0.765,hand_arm,visual,visual,0.404,0.427,0.298,0.316,0.176,1.421,2.471,0.526,0.294,0.526,0.118,0.211,3.059
barometer,['109po'],0.471,head,visual,visual,0.317,0.606,0.283,0.684,0.235,2.053,0.706,2.579,0.529,0.474,0.176,0.842,3.706
distinguishing,['109po'],2.053,head,visual,visual,0.356,0.188,0.155,0.353,1.105,1.471,1.263,2.824,1.579,1.941,1.105,0.353,3
store,['109po'],1.111,head,visual,visual,0.192,0.482,0.236,1.524,0.167,2,1.389,2.571,0.389,1,0.833,1.095,3.944
smile,['109po'],0.55,mouth,visual,visual,0.65,0.503,0.3,0.105,0.3,0.105,1.05,1.737,2,4.316,0.25,0.211,4.7
committees,['109po'],2.8,head,visual,visual,0.398,0.517,0.293,0.353,0,0.471,0.25,2.647,0.45,1.824,0.15,0.471,3.9
often,['109po'],0.682,head,interoceptive,head,0.274,0.362,0.214,0.895,0.136,1.105,0.409,2.368,1.682,1.105,0.136,0.684,1.227
squares,['109po'],0.111,head,visual,visual,0.4,0.653,0.363,0.65,0.056,1.35,1.611,2,0.056,0.2,0.056,0.3,3.722
blotters,['109po'],0.133,hand_arm,visual,visual,0.352,0.655,0.288,0.5,0,3,1.733,2.278,0,0.778,0.067,0.556,3.667
agreeable,['109po'],2.737,head,auditory,head,0.324,0.316,0.17,0.421,0.211,0.947,0.368,2.789,2,2.526,0.158,0.632,2.684
hear,['109po'],4.611,head,auditory,head,0.717,0.874,0.404,0.158,0,0.474,0.111,4.684,0.5,0.474,0,0.526,0.056
signs,['109po'],0.765,hand_arm,visual,visual,0.359,0.555,0.25,0.412,0.118,3.706,1.471,3.059,0.529,1.176,0.353,0.824,4.294
cadences,['109po'],3.818,head,auditory,auditory,0.173,0.451,0.207,1.765,0.455,1.588,0.545,2.647,0.727,1.706,0.455,1.118,1.455
curved,['109po'],0.167,head,visual,visual,0.244,0.592,0.306,1.105,0.056,2,2.278,2.053,0.222,0.474,0.056,0.842,4.167
sober,['109po'],0.947,head,interoceptive,interoceptive,0.258,0.416,0.201,1.2,0.947,1.15,0.316,3.5,3.842,1.85,0.737,1.4,1.684
accounts,['109po'],2.017,head,visual,head,0.551,0.302,0.248,0.222,0.462,0.722,0.811,3.5,0.829,1.278,0.512,0.222,2.664
righteous,['109po'],2.667,head,visual,visual,0.257,0.322,0.171,0.696,0.389,1.13,0.556,2.609,1.667,2.043,0.222,0.957,2.944
stairway,['109po'],1.15,foot_leg,visual,visual,0.426,0.505,0.258,3.952,0,1.476,2.85,1.81,0.35,0.238,0.15,1.238,4.6
rigid,['109po'],1.222,head,haptic,haptic,0.151,0.379,0.21,1.421,0.167,2.368,4.333,2.579,1.667,1.211,0.056,1.474,3.833
equator,['109po'],0.176,head,visual,visual,0.2,0.625,0.316,0.632,0,0.632,0.412,1.211,0.824,0.474,0,0.737,2.353
evasion,['109po'],1.176,head,visual,foot_leg,0.121,0.39,0.173,2.421,0.176,1.632,0.176,2.421,1.118,1.368,0.059,1.316,1.824
visible,['109po'],0.118,head,visual,visual,0.437,0.866,0.393,0.636,0,0.818,0.353,3.636,0.294,1.045,0,0.727,4.941
relief,['109po'],1.75,head,interoceptive,interoceptive,0.152,0.42,0.203,1.65,0.25,1.75,0.75,3.25,4.375,1.9,0.312,2,2.375
constipation,['109po'],0.688,torso,interoceptive,interoceptive,0.671,0.522,0.372,0.667,0.188,0,1.062,0.611,4.562,0,0.75,2.611,1.125
face,['109po'],0.25,head,visual,visual,0.526,0.5,0.27,0.1,0.35,0.8,3.1,4.6,0.45,2.85,0.3,0.2,4.95
starlight,['109po'],0,head,visual,visual,0.661,0.952,0.422,0.389,0,0.444,0,4.5,0.235,0.5,0,0.389,4.706
trees,['109po'],1.45,head,visual,visual,0.381,0.387,0.241,0.6,0.3,2.45,2.9,2.95,0.6,0.3,1.5,0.65,4.75
hint,['109po'],3.278,mouth,auditory,mouth,0.435,0.329,0.2,0.238,0.5,0.524,0.667,3.19,0.944,3.286,0.444,0.095,2.778
causes,['109po'],1.389,head,visual,head,0.253,0.506,0.2,1,0,1.789,0.278,2.526,0.778,1.789,0,0.579,2.5
folding,['109po'],0.118,hand_arm,visual,hand_arm,0.456,0.517,0.277,0.722,0,4.389,3.118,2.222,0.176,0.389,0,1.056,3.647
tied,['109po'],0.526,hand_arm,visual,visual,0.25,0.45,0.204,1.9,0,3.55,3.105,2.3,1,1,0,1.45,3.789
hearing,['109po'],4.658,head,auditory,head,0.78,0.746,0.387,0.15,0.105,0.4,0.158,4.75,0.974,0.45,0.105,0.15,0.105
entire,['109po'],1.45,head,visual,visual,0.05,0.223,0.095,1.9,0.75,2,1,2.3,1.25,1.95,0.65,1.8,2.3
preoccupation,['109po'],1.5,head,visual,head,0.717,0.336,0.317,0.167,0.111,0.333,0.333,3.778,1.944,0.722,0.278,0.111,2.278
fastened,['109po'],1.812,hand_arm,visual,hand_arm,0.379,0.324,0.207,0.75,0.188,3.75,2.688,2.45,0.688,0.45,0.188,1.3,2.938
discloses,['109po'],3.158,mouth,auditory,mouth,0.467,0.443,0.243,0.176,0.105,1,0.474,2.294,0.737,3.529,0.211,0.176,2.211
mourning,['109po'],2.95,head,interoceptive,interoceptive,0.382,0.371,0.209,0.5,0,0.65,0.55,3.65,3.95,2.15,0.1,1.3,3.1
sparrows,['109po'],2.842,head,visual,visual,0.576,0.543,0.341,0.188,0,0.938,0.474,2.906,0.105,0.5,0.211,0.188,4.316
elocution,['109po'],4.222,mouth,auditory,auditory,0.468,0.689,0.331,0.118,0.167,0.294,0.167,2.765,0.444,3.176,0.167,0.176,0.722
ears,['109po'],2.778,head,visual,visual,0.758,0.33,0.234,0.048,0.056,0.762,3.056,3.619,1.444,0.19,0.278,0.095,3.833
southern,['109po'],2,head,visual,visual,0.378,0.422,0.229,0.25,0.211,0.4,0.105,1.95,0.421,1.65,0.263,0.25,2.368
bright,['109po'],0.176,head,visual,visual,0.587,0.784,0.391,0.45,0,0.6,0.353,3.95,0.706,0.65,0.059,0.4,4.706
supper,['109po'],1.222,mouth,gustatory,mouth,0.392,0.201,0.158,0.368,4.556,2.737,2.056,2.263,1.556,4.737,3.833,1.053,3.333
elastic,['109po'],1.056,hand_arm,visual,visual,0.2,0.426,0.221,1.286,0.167,2.619,3.5,2.333,0.333,0.952,0.056,1.143,3.889
furnished,['109po'],0.2,hand_arm,visual,visual,0.235,0.607,0.338,0.684,0.05,1.737,2,1.632,0.1,0.474,0.25,0.842,4.15
fifteen,['109po'],1.588,head,visual,visual,0.25,0.454,0.299,0.364,0.235,0.682,0.647,1.273,0.882,0.864,0.235,0.455,3.412
years,['109po'],0.5,head,visual,head,0.233,0.422,0.269,0.947,0,0.947,0,2.368,0.778,1.158,0.167,0.895,1.056
regret,['109po'],2.188,head,interoceptive,head,0.57,0.397,0.282,0.176,0.062,0.294,0.188,4,2.938,1.882,0.125,0.353,1.75
lights,['109po'],0.2,head,visual,visual,0.646,0.771,0.41,0.211,0.05,0.842,0.6,3.579,0.4,0.368,0.05,0.211,4.6
ponderous,['109po'],1.722,head,interoceptive,head,0.526,0.27,0.242,0.5,0.222,0.95,0.667,3.25,2.056,0.9,0.222,0.2,1.889
incalculable,['109po'],0.438,head,visual,head,0.395,0.548,0.312,0.375,0,0.875,0,2.5,0.75,1.125,0,0.5,1.438
currents,['109po'],2.118,head,visual,visual,0.125,0.241,0.124,1.25,0.412,1.45,1.412,2.2,1.176,1.4,0.588,1.3,2.353
first,['109po'],1.438,head,visual,visual,0.124,0.412,0.24,0.789,0.25,1,0.625,1.421,1.312,1,0.312,0.895,3.188
mastered,['109po'],1.938,head,visual,head,0.231,0.358,0.178,1,0.25,1.727,0.562,3.182,1.938,2.364,0.125,1.182,2.875
quarreling,['109po'],4.471,mouth,auditory,auditory,0.209,0.41,0.22,1.053,0.059,1.684,0.706,2.737,1.941,2.895,0.059,0.947,3.529
insistence,['109po'],3.824,mouth,auditory,auditory,0.271,0.266,0.165,0.611,0.706,1.278,1.176,2.444,2.412,2.722,0.706,0.722,2.882
marked,['109po'],0.611,hand_arm,visual,visual,0.144,0.745,0.301,1.35,0,2.45,0.5,2.4,0.389,1.3,0,1.2,4.389
habitable,['109po'],1.056,head,visual,visual,0.112,0.301,0.156,1.444,0.389,1.5,1.611,2.389,1.667,1.5,1.222,1.611,3.111
religion,['109po'],2.176,head,auditory,head,0.383,0.35,0.23,0.556,0.118,0.833,0.118,2.944,1.294,1.556,0.118,0.5,2.059
quintal,['109po'],0.824,torso,visual,torso,0.242,0.347,0.163,2.35,0.059,2.5,2.529,1.95,1.941,0.6,0.118,3.15,3
relying,['109po'],1.1,head,interoceptive,head,0.34,0.35,0.236,0.8,0.2,0.9,0.55,3.35,2.25,1.3,0.2,1.15,1.55
indecision,['109po'],2.706,head,interoceptive,head,0.724,0.282,0.248,0,0.353,0,0.353,3.316,2.824,1.105,0.353,0.158,2.176
creature,['109po'],3.733,head,visual,visual,0.185,0.258,0.184,0.85,0.8,1.6,3.467,2.05,0.933,1,2.133,1,4.933
syllable,['109po'],3.882,mouth,auditory,mouth,0.575,0.717,0.325,0,0,0.053,0.176,2.947,0.118,4.053,0,0,1.235
quarrel,['109po'],3.952,mouth,auditory,auditory,0.288,0.43,0.212,1,0,1.476,0.524,2.524,1.524,3.571,0,0.857,3.19
scientific,['109po'],2.611,head,visual,head,0.329,0.204,0.137,0.722,0.944,1.833,1.5,3.278,1.167,1.222,1.5,0.722,3.167
statement,['109po'],3.211,mouth,auditory,auditory,0.398,0.479,0.232,0.35,0.263,0.55,0.368,2.4,0.263,3,0.211,0.35,1.947
earned,['109po'],0.375,head,visual,head,0.064,0.446,0.179,2.429,0,2.571,0.312,2.762,1.25,2.19,0,2,1.562
administration,['109po'],2.188,head,visual,visual,0.402,0.514,0.252,0.421,0,1.105,0.125,3,0.938,2.211,0,0.211,3.438
sisters,['109po'],3.737,head,visual,visual,0.203,0.357,0.24,0.8,0,1.16,1.632,1.96,1.579,0.96,0.632,0.84,4.211
spelling,['109po'],3.118,head,visual,visual,0.437,0.484,0.232,0.056,0,1.722,0.529,3.5,0.118,2.389,0,0.222,3.529
quaintness,['109po'],1.688,head,visual,visual,0.471,0.521,0.317,0.222,0.188,0.556,0.188,2.389,1.438,1.389,0,0.167,3.812
centred,['109po'],0.6,head,visual,visual,0.221,0.543,0.214,1.905,0.05,1.905,0.8,3.048,1.3,0.857,0.15,2.19,3.55
placard,['109po'],0.308,hand_arm,visual,visual,0.337,0.622,0.36,0.471,0.077,2.118,2.231,1.588,0,0.412,0,0.471,4.308
vacant,['109po'],1.333,head,visual,visual,0.31,0.46,0.251,0.773,0.333,0.955,0.889,2.5,0.5,0.727,0.333,0.773,3.5
disturbing,['109po'],1.789,head,visual,head,0.389,0.262,0.165,0.55,0.474,1.15,1.421,3.45,2.789,1.6,0.895,0.7,3.263
virtue,['109po'],1.235,head,interoceptive,interoceptive,0.319,0.45,0.23,0.8,0.176,0.75,0.412,2.9,3.353,1.45,0.235,0.85,1.647
politeness,['109po'],3.706,mouth,auditory,auditory,0.331,0.347,0.193,0.632,0.176,0.947,0.588,2.895,2.059,3.263,0.118,0.526,3.706
ordeal,['109po'],2.267,head,visual,visual,0.239,0.414,0.197,1.053,0,1.211,0.333,2.895,1.667,2.053,0.067,0.947,3.067
tablecloth,['109po'],0.606,head,visual,visual,0.522,0.456,0.323,0,0.121,1.824,3.485,2.118,0.182,0,0.364,0.118,4.212
obligingness,['109po'],1.938,mouth,visual,visual,0.323,0.274,0.161,0.3,0.25,0.9,0.875,1.75,1.125,1.8,0.375,0.2,2.062
leads,['109po'],1.294,head,visual,visual,0.234,0.435,0.266,1.053,0.294,1,1.176,1.368,0.529,1.316,0.529,0.211,3.471
hesitation,['109po'],2.167,head,interoceptive,interoceptive,0.175,0.295,0.144,1.882,0.222,2.176,1.278,2.765,3.056,2.235,0.278,1,2.611
pond,['109po'],1.471,head,visual,visual,0.238,0.37,0.221,2.158,0.588,2.105,2.353,2.211,0.471,0.211,1.471,1.737,4.471
ant,['109po'],0.467,head,visual,visual,0.388,0.544,0.324,0.842,0.133,1.368,2.133,2.263,0.133,0.263,0.467,0.421,4.267
canister,['109po'],0.316,hand_arm,visual,visual,0.41,0.528,0.322,0.05,0,1.75,2.579,1.7,0.158,0.2,0,0.45,3.421
lookingglass,['109po'],0,head,visual,visual,0.515,0.731,0.347,0.667,0,1.667,1.778,4.111,0,0.333,0,0.556,4.833
bedroom,['109po'],1,head,visual,visual,0.226,0.414,0.217,2,0.294,1.85,2.412,2.85,1.059,0.75,0.941,1.85,4.529
larger,['109po'],0.895,head,visual,visual,0.172,0.433,0.198,1.81,0.211,2.238,2.526,3.095,0.947,1.333,0.158,1.762,3.895
shouted,['109po'],4.111,mouth,auditory,mouth,0.589,0.602,0.313,0.05,0.389,0.3,0.167,1.95,0.778,4.5,0,0.75,1.389
copied,['109po'],1.5,hand_arm,visual,visual,0.268,0.513,0.229,0.45,0.278,2.65,0.333,2.55,0.389,1.85,0.444,0.7,3.667
yards,['109po'],0.667,head,visual,visual,0.347,0.472,0.256,2.19,0.167,1.714,2.056,3.19,0.444,0.333,1.667,0.81,4.778
sin,['109po'],2.111,head,visual,visual,0.148,0.197,0.105,1.19,0.889,1.762,1.722,2.619,2.278,2.333,0.944,1.762,3.056
gathered,['109po'],0.381,hand_arm,visual,hand_arm,0.268,0.353,0.201,2.048,0.286,3.905,2.429,1.952,0.857,1,0.381,1.952,2.81
mercenary,['109po'],1,head,visual,head,0.107,0.53,0.199,2.15,0,2.65,0.235,3.1,0.471,1.95,0.118,1.85,2.059
settles,['109po'],1.2,head,visual,visual,0.094,0.33,0.149,1.762,0,1.524,0.933,1.905,1.8,1.238,0.267,1.19,2.067
whitening,['109po'],0.421,mouth,visual,visual,0.489,0.644,0.363,0.05,0.158,0.8,0.474,1.3,0.316,2.2,0.368,0.05,3.579
serving,['109po'],0.765,hand_arm,visual,hand_arm,0.28,0.521,0.216,1.05,0.647,3.1,1.118,2.45,0.059,0.75,0.059,1.05,3
dishes,['109po'],0.556,hand_arm,visual,visual,0.582,0.428,0.287,0.05,0.611,2.7,3.667,1.3,0.056,0.45,0.333,0.05,4
metal,['109po'],1.474,head,visual,visual,0.237,0.368,0.227,0.8,0.474,2.3,3.632,2.3,0.316,0.9,0.842,0.65,4.421
expressed,['109po'],3.222,mouth,auditory,auditory,0.226,0.327,0.157,1.05,0.278,1.75,0.889,2.75,1.611,3.2,0.278,1,2.722
flowered,['109po'],0.333,head,visual,visual,0.667,0.43,0.33,0,0.111,0.667,1.611,1.889,0.611,0.278,1.944,0,3.667
writing,['109po'],1.211,hand_arm,visual,hand_arm,0.524,0.545,0.294,0.143,0.105,4.81,1.316,3.667,0.368,0.095,0.105,0.286,3.947
slanting,['109po'],0.235,head,visual,visual,0.162,0.517,0.219,2.333,0.294,1.778,1.529,2.5,0.765,1,0.235,1.667,3.765
recitation,['109po'],4.214,mouth,auditory,mouth,0.615,0.492,0.276,0.053,0.071,0.368,0.571,1.895,1.643,4.263,0.214,0.263,1.714
emigration,['109po'],1.417,head,visual,visual,0.215,0.406,0.225,1.286,0.167,0.714,0.667,1.5,0.75,0.5,0.25,0.643,2.5
shoals,['109po'],1.722,head,visual,visual,0.349,0.412,0.237,0.944,0,1.167,2.5,2.444,0.611,1.167,0,0.333,3.389
anger,['109po'],2.5,head,interoceptive,interoceptive,0.337,0.437,0.238,0.429,0,1.286,0.278,3.048,4.056,2.429,0,0.571,2.444
lover,['109po'],3.235,head,visual,visual,0.164,0.23,0.133,1.4,0.647,2.15,3.647,3.2,2.235,2.5,1.176,1.75,4.118
sermon,['109po'],4.182,head,auditory,auditory,0.486,0.446,0.25,0.263,0.091,0.526,0.364,3.789,1.364,2.263,0.045,0.421,3.227
distractor,['109po'],2.912,head,visual,visual,0.229,0.36,0.194,0.81,0.176,1.429,0.676,2.333,0.882,1.238,0.206,0.857,3
victory,['109po'],2.905,head,visual,visual,0.224,0.366,0.206,0.895,0.19,1.368,0.476,2.474,1.714,1.263,0.286,1.053,3.524
pen,['109po'],0.526,hand_arm,haptic,haptic,0.528,0.458,0.252,0.238,0.053,4.238,4.316,2.286,0.053,0.333,0.158,0.476,4.211
turtle,['109po'],0.556,head,visual,visual,0.303,0.543,0.337,0.789,0.278,1.632,1.944,1.684,0.111,0.263,0.5,0.316,4.278
experience,['109po'],3,head,visual,head,0.119,0.058,0.051,2.105,2.45,2.526,2.65,3.632,3,2.158,2.55,2.368,3.45
anxious,['109po'],1.389,head,interoceptive,interoceptive,0.257,0.462,0.223,1.211,0.167,1.316,0.5,3.632,4.222,1.632,0.222,1.632,2.278
charity,['109po'],1.632,head,visual,visual,0.279,0.457,0.229,0.722,0.158,1.667,0.737,2.611,1.158,1,0,0.778,3.105
stubble,['109po'],0.438,head,visual,head,0.459,0.443,0.241,0.706,0.125,1.471,3.188,3.529,0.125,1.235,0.062,0.235,3.25
urgent,['109po'],2.389,head,auditory,head,0.218,0.336,0.21,1.9,0,1.9,0.278,3.8,2.222,2,0.167,1.4,2.056
legality,['109po'],1.611,head,visual,head,0.35,0.422,0.22,0.5,0.167,0.727,0.167,2.409,0.722,1.273,0.111,0.545,2.222
sickened,['109po'],1.684,head,interoceptive,interoceptive,0.169,0.312,0.137,1.529,0.526,1.824,0.737,3.882,3.895,3.471,0.842,3.176,3.105
purchased,['109po'],1.5,hand_arm,visual,visual,0.193,0.364,0.167,1.25,0.5,3,1.45,2.55,0.7,1.65,0.5,1.15,3.45
golden,['109po'],0.444,head,visual,visual,0.745,0.67,0.489,0.1,0.167,0.05,0.333,1.8,0.611,0.05,0.167,0.35,4
clergyman,['109po'],2.581,head,visual,visual,0.38,0.449,0.24,0.424,0.097,0.909,0.548,2.818,0.387,1.515,0.29,0.636,3.355
tax,['109po'],1.05,head,visual,visual,0.326,0.53,0.285,0.35,0.1,0.8,0.3,1.75,0.7,0.9,0.1,0.5,2.75
currency,['109po'],0.55,hand_arm,visual,visual,0.482,0.461,0.272,0.105,0.05,2.895,3.15,2.211,0.3,0.421,0.4,0.158,3.9
inner,['109po'],0.278,head,visual,visual,0.206,0.447,0.273,0.286,0.056,0.571,0.889,0.905,1.389,0.619,0,0.619,2.111
chamber,['109po'],0.353,hand_arm,visual,visual,0.169,0.698,0.453,0.476,0,1,1.294,1,0,0.429,0.235,0.476,4.353
